# Profile=step
# ProfileLabel=step
# CommandValues=0
# Settings=wait=1s, step=100s, amp=0.2turn, offset=0
# ControlMode=per_motor_pid(outer=on)
# OutputPID=kp=30.0,ki=0.0,kd=8.0,max=200.0
# MotorPID_1=kp=2.81,ki=1.0,kd=0.1,max=5.0
# MotorPID_2=kp=1.1,ki=0.5,kd=0.05,max=0.2
# PIDDerivativeMode=measurement
# PIDDerivativeFilterAlpha=0.05
# Nullspace=disabled
# Freeze=motor=None,kp=0.1,kd=0.002
# TorqueLimits=[6, 1]
# DurationSec=0.627
# SampleTime=0.005
# LoopDtMean=0.007656
# LoopDtStd=0.001379
# LoopDtMin=0.000000
# LoopDtMax=0.010877
time,pos_1,vel_1,tau_1,iq_1,tau_meas_1,pos_2,vel_2,tau_2,iq_2,tau_meas_2,output_pos,output_vel,theta_ref,theta_ctrl,tau_pid,tau_dob,dob_disturbance,tau_out,loop_dt,diag_read,diag_ctrl,diag_log
4.76837158203125e-07,0.0,-0.00018003817240241915,-0.0005918660827814264,0.0,0.0,6.866455078125e-05,0.03347821533679962,3.631080262371962e-09,0.0,0.0,-1.6689300537109375e-05,-0.0020835548639297485,0.0,0.0013341009616851807,0.0013341009616851807,0.01183736620876058,0.0105032652470754,0.01183736620876058,4.76837158203125e-07,0.005892017999940435,0.002196929999627173,3.2580010156380013e-06
0.008114814758300781,0.0,-0.001521143363788724,-0.0004075179373735044,0.0,0.0,0.000732421875,0.05132608115673065,2.500110045173721e-09,0.0,0.0,-1.3589859008789062e-05,-0.0005114823579788208,0.0,0.0014040395617485046,0.0014040395617485046,0.00815038942366696,0.0067463498619184555,0.00815038942366696,0.008114337921142578,0.005789254999399418,0.0021398900007625343,3.54699841409456e-06
0.01606273651123047,0.0,0.002271201927214861,-0.00084070061015685,0.0,0.0,0.000701904296875,-0.007607080973684788,5.157672454821058e-09,0.0,0.0,-1.1920928955078125e-05,-0.0022102156654000282,0.0,0.0021882407367229463,0.0021882407367229463,0.016814075487461593,0.014625834750738646,0.016814075487461593,0.007947921752929688,0.004904291999991983,0.002320947000043816,3.4959994081873447e-06
0.02330470085144043,0.0,-2.357689845666755e-05,-0.0015553281010630333,0.0,0.0,0.0006561279296875,0.004799065180122852,9.541890190332211e-09,0.0,0.0,-9.775161743164062e-06,-0.004199521150439978,0.0,0.003712145537137985,0.003712145537137985,0.031106679099667904,0.027394533562529917,0.031106679099667904,0.007241964340209961,0.005140641000252799,0.002099524999721325,5.072999556432478e-06
0.030565261840820312,0.0,-3.847807238344103e-05,-0.0017195552992153294,0.0,0.0,0.00067138671875,0.0011361725628376007,1.0549419013327243e-08,0.0,0.0,-1.430511474609375e-05,-0.0034321113489568233,0.0,0.0050499441325664515,0.0050499441325664515,0.03439123542503067,0.029341291292464218,0.03439123542503067,0.007260560989379883,0.005302499001118122,0.0023272529997484526,4.344999979366548e-06
0.038216590881347656,0.0,8.073123171925545e-05,0.0002247451737685804,0.0,0.0,0.0005645751953125,-0.03443383052945137,-1.3788047470120351e-09,0.0,0.0,-6.4373016357421875e-06,0.004443152341991663,0.0,0.0028056092679500572,0.0028056092679500572,-0.004494920393221262,-0.007300529661171319,-0.004494920393221262,0.007651329040527344,0.004969282999809366,0.0018564509991847444,3.4390013752272353e-06
0.04506063461303711,0.0,-0.0001651379425311461,0.0011848937070367167,0.0,0.0,0.00040435791015625,0.010165343061089516,-7.269286546055795e-09,0.0,0.0,-9.775161743164062e-06,0.005255267024040222,0.0,0.0006730137506127348,0.0006730137506127348,-0.023697963334434285,-0.02437097708504702,-0.023697963334434285,0.006844043731689453,0.004845744999329327,0.0017489290003140923,3.372999344719574e-06
0.05167198181152344,0.0,0.0008779439376667142,8.188149039694832e-05,0.0,0.0,0.00043487548828125,0.0005270860274322331,-5.023404318705596e-10,0.0,0.0,-1.0967254638671875e-05,-0.0010255706729367375,0.0,0.0011000168617367736,0.0011000168617367736,-0.0016376359716252448,-0.0027376528333620184,-0.0016376359716252448,0.006611347198486328,0.004647005998776876,0.002152554001440876,3.2239986467175186e-06
0.05848813056945801,0.0,-0.003532800357788801,-0.0005062439237512862,0.0,0.0,0.00041961669921875,0.00986452866345644,3.1057909431817795e-09,0.0,0.0,-1.4543533325195312e-05,-0.0020313977729529142,0.0,0.0019813143703848114,0.0019813143703848114,0.010124916582890055,0.008143602212505244,0.010124916582890055,0.00681614875793457,0.004908232000161661,0.0021834799990756437,3.4889999369625002e-06
0.0655972957611084,0.0,4.3478445149958134e-05,0.0005918267293898384,0.0,0.0,0.0004425048828125,0.011500864289700985,-3.6308388305217357e-09,0.0,0.0,-2.86102294921875e-06,0.003109503537416458,0.0,0.0003097872256074836,0.0003097872256074836,-0.011836579137966466,-0.01214636636357395,-0.011836579137966466,0.007109165191650391,0.005115484998896136,0.002025207000770024,3.4129989217035472e-06
0.07275509834289551,0.0,-9.0632020146586e-05,-0.0010632334742249037,0.0,0.0,0.00048065185546875,0.003616288071498275,6.5229047496829625e-09,0.0,0.0,-7.62939453125e-06,-0.004542243666946888,0.0,0.0022585380129906303,0.0022585380129906303,0.02126474952013917,0.01900621150714854,0.02126474952013917,0.007157802581787109,0.004909891000352218,0.0018463150008756202,3.429999196669087e-06
0.0795280933380127,0.0,0.00018503947649151087,-0.0015346034970078616,0.0,0.0,0.0004425048828125,0.00396832637488842,9.414745380180961e-09,0.0,0.0,-1.5497207641601562e-05,-0.003990902099758387,0.0,0.0039894504373518755,0.0039894504373518755,0.03069218545850545,0.026702735021153574,0.03069218545850545,0.0067729949951171875,0.004783430998941185,0.0020234590010659304,4.0499999158782884e-06
0.08635306358337402,0.0,0.0009673499735072255,0.00017925710732056275,0.0,0.0,0.00043487548828125,0.005610248539596796,-1.099736854699886e-09,0.0,0.0,-9.5367431640625e-07,0.0035788880195468664,0.0,0.001945362519372078,0.001945362519372078,-0.0035851556401149927,-0.005530518159487071,-0.0035851556401149927,0.006824970245361328,0.005192913999053417,0.001883160999568645,3.668999852379784e-06
0.09344625473022461,0.0,0.00011798390187323093,0.0003933083613339188,0.0,0.0,0.00040435791015625,0.0015142944175750017,-2.4129347320496084e-09,0.0,0.0,-7.62939453125e-06,0.0021111229434609413,0.0,0.0012053473339390195,0.0012053473339390195,-0.007866196833239506,-0.009071544167178525,-0.007866196833239506,0.007093191146850586,0.004945151998981601,0.0017210389996762387,3.477000063867308e-06
0.10012936592102051,-1.52587890625e-05,-0.00028434841078706086,-0.0009220179814066917,0.0,0.0,0.00042724609375,-0.026566946879029274,5.656552033028475e-09,0.0,0.0,-8.106231689453125e-06,-0.0036779786460101604,0.0,0.0026420206321891015,0.0026420206321891015,0.018440429033680247,0.015798408401491146,0.018440429033680247,0.0066831111907958984,0.004559105000225827,0.002057145000435412,3.4210006560897455e-06
