# Profile=step
# ProfileLabel=step
# CommandType=position
# CommandValues=0, 0.2
# Settings=wait=1s, step=100s, amp=0.2turn, offset=0turn
# ControlMode=per_motor_pid(outer=on)
# OutputPID=kp=30.0,ki=0.0,kd=10.0,max=50.0
# MotorPID_1=kp=2.81,ki=1.0,kd=0.1,max=5.0
# MotorPID_2=kp=1.1,ki=0.5,kd=0.05,max=0.2
# PIDDerivativeMode=measurement
# PIDDerivativeFilterAlpha=0.05
# Nullspace=disabled
# Freeze=motor=None,kp=0.1,kd=0.002
# TorqueLimits=[6, 1]
# DurationSec=6.134
# SampleTime=0.005
# LoopDtMean=0.008441
# LoopDtStd=0.002250
# LoopDtMin=0.000007
# LoopDtMax=0.019407
time,pos_1,vel_1,tau_1,iq_1,tau_meas_1,pos_2,vel_2,tau_2,iq_2,tau_meas_2,output_pos,output_vel,theta_ref,omega_ref,theta_ctrl,tau_pid,tau_dob,dob_disturbance,tau_out,loop_dt,diag_read,diag_ctrl,diag_log
7.152557373046875e-06,0.0,0.00530353095382452,-2.5446970541815426e-05,0.0,0.0,1.52587890625e-05,0.00245617120526731,1.5611638368821627e-10,0.0,0.0,-1.52587890625e-05,-3.578944597393274e-05,0.0,0.0,0.00047565839486196637,0.00047565839486196637,0.0005089413263747586,3.32829315127922e-05,0.0005089413263747586,7.152557373046875e-06,0.006091888999435469,0.002338173000680399,4.687999535235576e-06
0.008472204208374023,0.0,0.0032918741926550865,-6.990541801938e-06,0.0,0.0,7.62939453125e-06,0.00224010506644845,4.288675952001985e-11,0.0,0.0,-1.52587890625e-05,5.734281876357272e-05,0.0,0.0,0.0004460922493308317,0.0004460922493308317,0.00013981136225666818,-0.0003062808870741635,0.00013981136225666818,0.008465051651000977,0.005069922999609844,0.0022143410005810438,4.289000571588986e-06
0.01577925682067871,0.0,-0.0029740643221884966,-1.7992365275459832e-05,0.0,0.0,7.62939453125e-06,0.007060629315674305,1.1038260904914126e-10,0.0,0.0,-1.52587890625e-05,-6.186647806316614e-05,0.0,0.0,0.0004776090594896232,0.0004776090594896232,0.0003598486598970377,-0.00011776039959258551,0.0003598486598970377,0.0073070526123046875,0.005834752000737353,0.0026185759998043068,4.9390000640414655e-06
0.024256467819213867,0.0,0.001429227413609624,-4.786651166866994e-06,0.0,0.0,3.0517578125e-05,-0.007080573122948408,2.9365958078204477e-11,0.0,0.0,-1.52587890625e-05,6.479339936049655e-05,0.0,0.0,0.00044422009042864374,0.00044422009042864374,9.573338365584388e-05,-0.00034848670677279986,9.573338365584388e-05,0.008477210998535156,0.005534219999390189,0.0023306340008275583,4.341000021668151e-06
0.032144784927368164,-6.103515625e-05,0.0002222324546892196,-1.815220606656427e-05,0.0,0.0,-2.288818359375e-05,-0.00030799669912084937,1.1136322739945071e-10,0.0,0.0,-1.52587890625e-05,-6.186647806316614e-05,0.0,0.0,0.00047583050853254464,0.00047583050853254464,0.00036304548775125344,-0.00011278502078129117,0.00036304548775125344,0.007888317108154297,0.00595311200049764,0.0022324949986796128,4.848001481150277e-06
0.04035472869873047,0.0,-0.002214108593761921,-4.493966718100501e-06,0.0,0.0,4.57763671875e-05,0.010987086221575737,2.75703479631175e-11,0.0,0.0,-1.52587890625e-05,6.851868965895846e-05,0.0,0.0,0.00044066782187018817,0.00044066782187018817,8.987967264848808e-05,-0.0003507881492217001,8.987967264848808e-05,0.008209943771362305,0.005808431998957531,0.0026331999997637467,4.780000381288119e-06
0.048819780349731445,0.0,-0.007623228710144758,-1.769914271178519e-05,0.0,0.0,3.814697265625e-05,0.0013907402753829956,1.0858369761559948e-10,0.0,0.0,-1.52587890625e-05,-5.441589746624231e-05,0.0,0.0,0.0004687305631035499,0.0004687305631035499,0.00035398418655101195,-0.00011474637655253795,0.00035398418655101195,0.008465051651000977,0.006070355000701966,0.0023897770006442443,4.583998816087842e-06
0.057303428649902344,0.0,-0.004359874874353409,-1.0788267221189574e-05,0.0,0.0,1.52587890625e-05,-0.0021408353932201862,6.618568847190103e-11,0.0,0.0,-1.52587890625e-05,-1.7162994481623173e-05,0.0,0.0,0.000476763715782934,0.000476763715782934,0.00021576615651812853,-0.0002609975592648055,0.00021576615651812853,0.008483648300170898,0.006151212999611744,0.002384977000474464,4.66799974674359e-06
0.06586384773254395,0.0,0.0009002353181131184,-1.089313180723501e-05,0.0,0.0,-1.52587890625e-05,-0.011260348372161388,6.68290294905686e-11,0.0,0.0,-1.52587890625e-05,1.4634640592703363e-06,0.0,0.0,0.00047508198155790215,0.00047508198155790215,0.00021786345613279207,-0.0002572185254251101,0.00021786345613279207,0.008560419082641602,0.006323765001070569,0.002523885999835329,4.703999366029166e-06
0.07473516464233398,-6.103515625e-05,0.0017719512106850743,1.5418448130211715e-05,0.0,0.0,0.00014495849609375,0.026596054434776306,-9.459170631795248e-11,0.0,0.0,0.0,6.10676288488321e-05,0.0,0.0,-1.4081420225659023e-05,-1.4081420225659023e-05,-0.00030837012323866757,-0.00029428870301300856,-0.00030837012323866757,0.008871316909790039,0.006470195001384127,0.0021128230000613257,4.506999175646342e-06
