# Profile=step
# ProfileLabel=step
# CommandValues=0, 0.2
# Settings=wait=1s, step=100s, amp=0.2turn, offset=0
# ControlMode=per_motor_pid(outer=on)
# OutputPID=kp=20.0,ki=0.0,kd=6.0,max=100.0
# MotorPID_1=kp=2.81,ki=1.0,kd=0.1,max=5.0
# MotorPID_2=kp=1.1,ki=0.5,kd=0.05,max=0.2
# PIDDerivativeMode=measurement
# PIDDerivativeFilterAlpha=0.05
# Nullspace=disabled
# Freeze=motor=None,kp=0.1,kd=0.002
# TorqueLimits=[6, 1]
# DurationSec=11.136
# SampleTime=0.005
# LoopDtMean=0.006937
# LoopDtStd=0.001750
# LoopDtMin=0.000049
# LoopDtMax=0.015861
time,pos_1,vel_1,tau_1,iq_1,tau_meas_1,pos_2,vel_2,tau_2,iq_2,tau_meas_2,output_pos,output_vel,theta_ref,theta_ctrl,tau_pid,tau_dob,dob_disturbance,tau_out,loop_dt,diag_read,diag_ctrl,diag_log
4.9114227294921875e-05,0.0,-0.0011867003049701452,-1.938865961071728e-05,0.0,0.0,-7.62939453125e-06,0.019374484196305275,1.1894883196461697e-10,0.0,0.0,-1.52587890625e-05,-0.0002494919463060796,0.0,0.0003800233651418239,0.0003800233651418239,0.00038777465170921634,7.751286567392458e-06,0.00038777465170921634,4.9114227294921875e-05,0.0054135069985932205,0.001894574999823817,3.72300019080285e-06
0.007383823394775391,0.0,-0.0010823921766132116,-1.5680498846916153e-06,0.0,0.0,-7.62939453125e-06,-0.005104402080178261,9.619937942652839e-12,0.0,0.0,0.0,0.00013793783728033304,0.0,2.972385351313278e-05,2.972385351313278e-05,3.136111572988064e-05,1.637262216747862e-06,3.136111572988064e-05,0.007334709167480469,0.004434244001458865,0.001650544998483383,2.8869999368907884e-06
0.013486623764038086,0.0,-0.000568301067687571,9.308726801782615e-06,0.0,0.0,-1.52587890625e-05,0.0006474468973465264,-5.710875338374171e-11,0.0,0.0,0.0,0.0006669285940006375,0.0,-0.00017184091736271515,-0.00017184091736271515,-0.0001861752367565527,-1.4334319393837535e-05,-0.0001861752367565527,0.006102800369262695,0.004234992999045062,0.001899517999845557,3.82000143872574e-06
0.019639253616333008,0.0,-6.911216769367456e-05,6.560385509954112e-06,0.0,0.0,-3.0517578125e-05,-0.0029586332384496927,-4.024776386374296e-11,0.0,0.0,0.0,-8.558005356462672e-05,0.0,-0.00013757485542519138,-0.00013757485542519138,-0.00013120820403667564,6.366651388515745e-06,-0.00013120820403667564,0.006152629852294922,0.004084617999978946,0.0018240139997942606,1.1766000170609914e-05
0.02558279037475586,0.0,0.004721612203866243,1.0836551734892387e-05,0.0,0.0,-7.62939453125e-06,-0.003364689415320754,-6.648191248234033e-11,0.0,0.0,0.0,0.0002645962522365153,0.0,-0.00021007498832488638,-0.00021007498832488638,-0.0002167318504268352,-6.656862101948821e-06,-0.0002167318504268352,0.0059435367584228516,0.004560061999654863,0.0023339069994108286,5.2200011850800365e-06
0.032503604888916016,0.0,-0.0015294246841222048,2.7056851403313526e-05,0.0,0.0,-7.62939453125e-06,0.0023387304972857237,-1.659929533904117e-10,0.0,0.0,-9.5367431640625e-07,0.0010841598268598318,0.0,-0.0005057457006384667,-0.0005057457006384667,-0.0005411390647896249,-3.539336415115824e-05,-0.0005411390647896249,0.006920814514160156,0.006062538999685785,0.0023486410009354586,3.90299828723073e-06
0.04093575477600098,0.0,-0.000776915461756289,3.3241683673866545e-05,0.0,0.0,-1.52587890625e-05,0.00019668901222757995,-2.039367096505246e-10,0.0,0.0,0.0,0.0004732117522507906,0.0,-0.0006405417532934993,-0.0006405417532934993,-0.0006648361757682468,-2.429442247474749e-05,-0.0006648361757682468,0.008432149887084961,0.004927609999867855,0.0017360580004606163,3.4099994081771e-06
0.04761648178100586,0.0,-0.0001361655304208398,3.714097771220493e-05,0.0,0.0,-2.288818359375e-05,0.018085530027747154,-2.2785875896488594e-10,0.0,0.0,0.0,0.0003465513000264764,0.0,-0.0007124800556367673,-0.0007124800556367673,-0.0007428223500570919,-3.034229442032463e-05,-0.0007428223500570919,0.006680727005004883,0.0042379030001029605,0.0017563420005899388,2.8359991119941697e-06
0.05362701416015625,0.0,-0.00045654005953110754,4.873544774633075e-05,0.0,0.0,-3.0517578125e-05,0.014628459699451923,-2.9899047696387956e-10,0.0,0.0,-2.86102294921875e-06,0.0009798501851037145,0.0,-0.0009135906494016682,-0.0009135906494016682,-0.0009747126235214241,-6.112197411975591e-05,-0.0009747126235214241,0.006010532379150391,0.004741541999464971,0.0018395610004517948,4.068000635015778e-06
0.0602266788482666,0.0,-0.0026172080542892218,4.7559234969264785e-05,0.0,0.0,-1.52587890625e-05,-0.006281593348830938,-2.9177444765690683e-10,0.0,0.0,0.0,-4.832994090975262e-05,0.0,-0.0009077715706938153,-0.0009077715706938153,-0.0009511882794398681,-4.341670874605289e-05,-0.0009511882794398681,0.0065996646881103516,0.004425983999681193,0.0017247510004381184,4.325000190874562e-06
0.06639671325683594,0.0,-0.001283553778193891,6.044210249895089e-05,0.0,0.0,-2.288818359375e-05,-0.0033199863974004984,-3.708104447695696e-10,0.0,0.0,0.0,0.0008680914179421961,0.0,-0.0011228104175417834,-0.0011228104175417834,-0.0012088465998004259,-8.603618225864257e-05,-0.0012088465998004259,0.006170034408569336,0.00567511699955503,0.0022000959997967584,3.628001650213264e-06
0.07429051399230957,0.0,-0.00252034910954535,8.455582048055973e-05,0.0,0.0,-1.52587890625e-05,0.0022530476562678814,-5.187473648984408e-10,0.0,0.0,-5.7220458984375e-06,0.002000579610466957,0.0,-0.0015524028618360314,-0.0015524028618360314,-0.0016911227746095369,-0.00013871991277350558,-0.0016911227746095369,0.007893800735473633,0.005355248000341817,0.0019515389994921861,3.827999535133131e-06
0.08161520957946777,0.0,-0.0005533958319574594,8.452272119738823e-05,0.0,0.0,-7.62939453125e-06,0.005836776457726955,-5.185443018115041e-10,0.0,0.0,0.0,1.87251152965473e-05,0.0,-0.0015891191254035065,-0.0015891191254035065,-0.001690460786454535,-0.00010134166105102839,-0.001690460786454535,0.007324695587158203,0.004979830999218393,0.002145435000784346,3.916000423487276e-06
0.08875846862792969,0.0,-0.0005533957155421376,9.44439424842014e-05,0.0,0.0,7.62939453125e-06,0.008351349271833897,-5.7941069007264e-10,0.0,0.0,-4.76837158203125e-06,0.0010543550597503781,0.0,-0.0017306022554178196,-0.0017306022554178196,-0.0018888859590176486,-0.0001582837035998289,-0.0018888859590176486,0.007143259048461914,0.005633026999930735,0.0018329670001548948,3.944998752558604e-06
0.09624361991882324,0.0,0.0006014446844346821,9.38047585806125e-05,0.0,0.0,-3.814697265625e-05,0.00685750599950552,-5.754893164310882e-10,0.0,0.0,0.0,-3.342971103847958e-05,0.0,-0.0017246422893939786,-0.0017246422893939786,-0.001876102232830856,-0.00015145994343687742,-0.001876102232830856,0.007485151290893555,0.005441207998956088,0.0022680840011162218,5.253999916021712e-06
0.10397529602050781,3.0517578125e-05,-0.0016635321080684662,9.329562470614034e-05,0.0,0.0,7.62939453125e-06,0.0023871599696576595,-5.723657957288832e-10,0.0,0.0,0.0,0.0001453834120184183,0.0,-0.0016820251985298052,-0.0016820251985298052,-0.0018659195170160057,-0.0001838943184862006,-0.0018659195170160057,0.00773167610168457,0.005489543000294361,0.0022342779993778095,3.917999492841773e-06
0.11172318458557129,0.0,0.0036040283739566803,0.00010146195583457856,0.0,0.0,0.0,0.006376944947987795,-6.224659866996442e-10,0.0,0.0,0.0,0.0006818247493356466,0.0,-0.001802471363404009,-0.001802471363404009,-0.0020292467543110396,-0.0002267753909070307,-0.0020292467543110396,0.0077478885650634766,0.005459371999677387,0.0022420850000344217,4.6410004870267585e-06
0.11945652961730957,0.0,-0.0009333755588158965,9.378786886183442e-05,0.0,0.0,-1.52587890625e-05,0.0032141737174242735,-5.75385698524477e-10,0.0,0.0,0.0,-0.00021224493684712797,0.0,-0.0016486743141796703,-0.0016486743141796703,-0.0018757644371839096,-0.00022709012300423939,-0.0018757644371839096,0.007733345031738281,0.0058064109998667846,0.0025430719997530105,5.322999641066417e-06
0.12783122062683105,3.0517578125e-05,-0.004397896118462086,0.00011188300688503803,0.0,0.0,-1.52587890625e-05,0.0028267409652471542,-6.863988152284722e-10,0.0,0.0,-1.9073486328125e-06,0.0013598274672403932,0.0,-0.0019360418659865545,-0.0019360418659865545,-0.0022376685597721127,-0.00030162669378555834,-0.0022376685597721127,0.008374691009521484,0.008225653000408784,0.0035071300007984973,7.544998879893683e-06
0.13959789276123047,0.0,-0.0014102135319262743,0.00011164442743831095,0.0,0.0,-7.62939453125e-06,0.012017031200230122,-6.84935137641226e-10,0.0,0.0,0.0,0.0002049870090559125,0.0,-0.001936975499427438,-0.001936975499427438,-0.002232896952878337,-0.0002959214534508987,-0.002232896952878337,0.011766672134399414,0.008739205999518163,0.003534166999088484,7.182001354522072e-06
0.15190601348876953,0.0,0.0005567408516071737,0.00010583625421995869,0.0,0.0,0.0,0.0007256769458763301,-6.493021731123485e-10,0.0,0.0,0.0,-0.0001302895980188623,0.0,-0.0018010398450504076,-0.0018010398450504076,-0.002116733051297003,-0.0003156932062465957,-0.002116733051297003,0.012308120727539062,0.0092294789992593,0.0037025649999122834,7.2900002123788e-06
0.1648731231689453,0.0,0.0035965791903436184,4.4173383785765306e-05,0.0,0.0,0.0,0.007837258279323578,-2.7100235450712256e-10,0.0,0.0,0.0,-0.003550106193870306,0.0,-0.0006459559946367954,-0.0006459559946367954,-0.0008834710008975698,-0.0002375150062607744,-0.0008834710008975698,0.012967109680175781,0.009540432998619508,0.0032763140006863978,7.64700052968692e-06
0.17772555351257324,0.0,0.005958413239568472,4.530991309363565e-05,0.0,0.0,0.0004730224609375,0.0021599140018224716,-2.779749269478706e-10,0.0,0.0,0.0,-0.00019734482339117676,0.0,-0.0005544547478876026,-0.0005544547478876026,-0.0009062016726080128,-0.0003517469247204103,-0.0009062016726080128,0.01285243034362793,0.009000108000691398,0.003672361999633722,7.220000043162145e-06
