# Experiment=motor2_only
# Mode=odrive_velocity
# SampleTime=0.005
# TotalDuration=9.2
# UnitsVelocity=rad/s
# UnitsPosition=rad
# CommandRampRate=motor2=40
# MeasurementSign=motor2=1
# CommandSign=motor2=1
# FastRead=True
# IqReadInterval=0.05
# ODriveVelocityGainsRequested=vel_gain=0.07,vel_integrator_gain=0.12,vel_integrator_limit=0.2
# ODriveVelocityGainsApplied=vel_gain=0.07,vel_integrator_gain=0.12,vel_integrator_limit=0.2
# Step000=label:initial_wait,w2:0,dur:1,steady:-1
# Step001=label:w2=10,w2:10,dur:1.5,steady:0.5
# Step002=label:rest,w2:0,dur:0.3,steady:-1
# Step003=label:w2=20,w2:20,dur:1.5,steady:0.5
# Step004=label:rest,w2:0,dur:0.3,steady:-1
# Step005=label:w2=-20,w2:-20,dur:1.5,steady:0.5
# Step006=label:rest,w2:0,dur:0.3,steady:-1
# Step007=label:w2=-10,w2:-10,dur:1.5,steady:0.5
# Step008=label:rest,w2:0,dur:0.3,steady:-1
# Step009=label:cooldown,w2:0,dur:1,steady:-1
time_s,step_id,step_time_s,steady,cmd_w2_rad_s,cmd_w2_ramped_rad_s,cmd_tau_2_Nm,meas_w2_rad_s,pos_2_rad,iq_2_A,tau_meas_2_Nm
0.0001049041748046875,0,2.384185791015625e-07,0,0.0,0.0,nan,-0.21326817673274215,0.001342233189399936,-0.006686657667160034,-0.0006084858477115631
0.004906654357910156,0,0.00480198860168457,0,0.0,0.0,nan,0.2662646897130879,0.0005752427954571154,-0.006686657667160034,-0.0006084858477115631
0.007966279983520508,0,0.007861614227294922,0,0.0,0.0,nan,-0.32976326922094457,0.0009587379924285257,-0.006686657667160034,-0.0006084858477115631
0.010408878326416016,0,0.01030421257019043,0,0.0,0.0,nan,-0.2325084753112638,-0.001342233189399936,-0.006686657667160034,-0.0006084858477115631
0.013573408126831055,0,0.013468742370605469,0,0.0,0.0,nan,0.17863006849935725,0.0015339807878856412,-0.006686657667160034,-0.0006084858477115631
0.016961097717285156,0,0.01685643196105957,0,0.0,0.0,nan,-0.2321573749722397,-0.00019174759848570515,-0.006686657667160034,-0.0006084858477115631
0.020360946655273438,0,0.02025628089904785,0,0.0,0.0,nan,0.361670355170575,0.0011504855909142309,-0.006686657667160034,-0.0006084858477115631
0.023445844650268555,0,0.02334117889404297,0,0.0,0.0,nan,0.000317887755586706,0.0017257283863713463,-0.006686657667160034,-0.0006084858477115631
0.02669382095336914,0,0.026589155197143555,0,0.0,0.0,nan,0.10625657357850771,0.0015339807878856412,-0.006686657667160034,-0.0006084858477115631
0.02969980239868164,0,0.029595136642456055,0,0.0,0.0,nan,-0.22064126044555935,0.001342233189399936,-0.006686657667160034,-0.0006084858477115631
0.03296709060668945,0,0.03286242485046387,0,0.0,0.0,nan,-0.2168259700948306,0.0009587379924285257,-0.006686657667160034,-0.0006084858477115631
0.03614211082458496,0,0.036037445068359375,0,0.0,0.0,nan,0.04626522898392002,0.0007669903939428206,-0.006686657667160034,-0.0006084858477115631
0.03933095932006836,0,0.03922629356384277,0,0.0,0.0,nan,-0.24594391495125342,-0.0003834951969714103,-0.006686657667160034,-0.0006084858477115631
0.04293179512023926,0,0.04282712936401367,0,0.0,0.0,nan,0.5257278636586006,0.0007669903939428206,-0.006686657667160034,-0.0006084858477115631
0.046159982681274414,0,0.04605531692504883,0,0.0,0.0,nan,-0.4861199535330186,0.0011504855909142309,-0.006686657667160034,-0.0006084858477115631
0.049321889877319336,0,0.04921722412109375,0,0.0,0.0,nan,0.08167952644013016,-0.0011504855909142309,-0.006686657667160034,-0.0006084858477115631
0.05224919319152832,0,0.052144527435302734,0,0.0,0.0,nan,0.20643721535006743,0.0009587379924285257,0.038150325417518616,0.003471679612994194
0.055893898010253906,0,0.05578923225402832,0,0.0,0.0,nan,0.06108164573572086,-0.0005752427954571154,0.038150325417518616,0.003471679612994194
0.05835771560668945,0,0.05825304985046387,0,0.0,0.0,nan,0.6088450172502435,0.0015339807878856412,0.038150325417518616,0.003471679612994194
0.060695648193359375,0,0.06059098243713379,0,0.0,0.0,nan,-0.26771211256405947,0.0009587379924285257,0.038150325417518616,0.003471679612994194
0.06325888633728027,0,0.06315422058105469,0,0.0,0.0,nan,0.1824219404574731,0.0005752427954571154,0.038150325417518616,0.003471679612994194
0.06597590446472168,0,0.0658712387084961,0,0.0,0.0,nan,-0.010238521104071871,0.0011504855909142309,0.038150325417518616,0.003471679612994194
0.0686805248260498,0,0.06857585906982422,0,0.0,0.0,nan,0.1261288527672728,0.0007669903939428206,0.038150325417518616,0.003471679612994194
0.07137441635131836,0,0.07126975059509277,0,0.0,0.0,nan,0.17092926773009492,0.0017257283863713463,0.038150325417518616,0.003471679612994194
0.07427263259887695,0,0.07416796684265137,0,0.0,0.0,nan,-0.02798079522671918,0.0011504855909142309,0.038150325417518616,0.003471679612994194
0.07803773880004883,0,0.07793307304382324,0,0.0,0.0,nan,0.15985790370620107,0.0023009711818284618,0.038150325417518616,0.003471679612994194
0.08110475540161133,0,0.08100008964538574,0,0.0,0.0,nan,-0.06840414174135702,0.0017257283863713463,0.038150325417518616,0.003471679612994194
0.0839378833770752,0,0.08383321762084961,0,0.0,0.0,nan,0.003313964417062769,0.0017257283863713463,0.038150325417518616,0.003471679612994194
0.08696198463439941,0,0.08685731887817383,0,0.0,0.0,nan,-0.3785194029667605,0.0011504855909142309,0.038150325417518616,0.003471679612994194
0.09031844139099121,0,0.09021377563476562,0,0.0,0.0,nan,0.2686989853969885,0.0007669903939428206,0.038150325417518616,0.003471679612994194
0.09274721145629883,0,0.09264254570007324,0,0.0,0.0,nan,0.21259317462762364,0.0023009711818284618,0.038150325417518616,0.003471679612994194
0.09558415412902832,0,0.09547948837280273,0,0.0,0.0,nan,-0.3025646962912096,0.0011504855909142309,0.038150325417518616,0.003471679612994194
0.09840846061706543,0,0.09830379486083984,0,0.0,0.0,nan,0.1174215409527854,0.001342233189399936,0.038150325417518616,0.003471679612994194
0.10113978385925293,0,0.10103511810302734,0,0.0,0.0,nan,-0.3043436046755984,0.0005752427954571154,0.038150325417518616,0.003471679612994194
0.10380148887634277,0,0.10369682312011719,0,0.0,0.0,nan,0.25079286810675844,0.0005752427954571154,0.1126907467842102,0.010254857957363129
0.10790419578552246,0,0.10779953002929688,0,0.0,0.0,nan,-0.3490503811780028,0.0003834951969714103,0.1126907467842102,0.010254857957363129
0.11021924018859863,0,0.11011457443237305,0,0.0,0.0,nan,-0.26282013791367936,-0.0005752427954571154,0.1126907467842102,0.010254857957363129
0.11286640167236328,0,0.1127617359161377,0,0.0,0.0,nan,-0.044318693594336406,-0.0007669903939428206,0.1126907467842102,0.010254857957363129
0.11527371406555176,0,0.11516904830932617,0,0.0,0.0,nan,0.23937040374384044,0.0,0.1126907467842102,0.010254857957363129
0.1176607608795166,0,0.11755609512329102,0,0.0,0.0,nan,-0.035400730353943005,-0.00019174759848570515,0.1126907467842102,0.010254857957363129
0.12014293670654297,0,0.12003827095031738,0,0.0,0.0,nan,0.026205684577664094,0.00019174759848570515,0.1126907467842102,0.010254857957363129
0.1230325698852539,0,0.12292790412902832,0,0.0,0.0,nan,-0.11308753496118241,0.0,0.1126907467842102,0.010254857957363129
0.1258845329284668,0,0.1257798671722412,0,0.0,0.0,nan,-0.05426653653335309,-0.0009587379924285257,0.1126907467842102,0.010254857957363129
0.1283855438232422,0,0.1282808780670166,0,0.0,0.0,nan,0.38194057148359,0.0005752427954571154,0.1126907467842102,0.010254857957363129
0.13140082359313965,0,0.13129615783691406,0,0.0,0.0,nan,-0.015341174244342446,0.0003834951969714103,0.1126907467842102,0.010254857957363129
0.1343398094177246,0,0.13423514366149902,0,0.0,0.0,nan,0.13020162840329721,0.001342233189399936,0.1126907467842102,0.010254857957363129
0.13787055015563965,0,0.13776588439941406,0,0.0,0.0,nan,0.2640644843285594,0.00019174759848570515,0.1126907467842102,0.010254857957363129
0.14172005653381348,0,0.1416153907775879,0,0.0,0.0,nan,-0.06128850820380156,0.001342233189399936,0.1126907467842102,0.010254857957363129
0.1440746784210205,0,0.14397001266479492,0,0.0,0.0,nan,0.18686921141844526,0.0007669903939428206,0.1126907467842102,0.010254857957363129
0.14670324325561523,0,0.14659857749938965,0,0.0,0.0,nan,0.060215615787811656,0.0021092235833427564,0.1126907467842102,0.010254857957363129
0.14893412590026855,0,0.14882946014404297,0,0.0,0.0,nan,-0.18328418437339317,0.0011504855909142309,0.1126907467842102,0.010254857957363129
0.15133881568908691,0,0.15123414993286133,0,0.0,0.0,nan,-0.05752004293495399,0.0009587379924285257,0.1126907467842102,0.010254857957363129
0.1543741226196289,0,0.15426945686340332,0,0.0,0.0,nan,-0.0285191490798895,0.00019174759848570515,-0.04637560620903969,-0.0042201801650226115
0.1582345962524414,0,0.15812993049621582,0,0.0,0.0,nan,0.5601123370070745,0.003834951969714103,-0.04637560620903969,-0.0042201801650226115
0.16044092178344727,0,0.16033625602722168,0,0.0,0.0,nan,-0.28306685391066905,0.0030679615757712823,-0.04637560620903969,-0.0042201801650226115
0.1631793975830078,0,0.16307473182678223,0,0.0,0.0,nan,0.49888043788126823,0.0034514567727426926,-0.04637560620903969,-0.0042201801650226115
0.1653594970703125,0,0.16525483131408691,0,0.0,0.0,nan,0.12001976538497632,0.0046019423636569235,-0.04637560620903969,-0.0042201801650226115
0.16771936416625977,0,0.16761469841003418,0,0.0,0.0,nan,-0.2501336421102068,0.0034514567727426926,-0.04637560620903969,-0.0042201801650226115
0.17068743705749512,0,0.17058277130126953,0,0.0,0.0,nan,0.3201001452501872,0.003834951969714103,-0.04637560620903969,-0.0042201801650226115
0.1734600067138672,0,0.1733553409576416,0,0.0,0.0,nan,-0.18297985059952707,0.0036432043712283976,-0.04637560620903969,-0.0042201801650226115
0.17625713348388672,0,0.17615246772766113,0,0.0,0.0,nan,0.04869957148119911,0.0032597091742569877,-0.04637560620903969,-0.0042201801650226115
0.178999662399292,0,0.1788949966430664,0,0.0,0.0,nan,-0.07757952297281442,0.0036432043712283976,-0.04637560620903969,-0.0042201801650226115
0.18193554878234863,0,0.18183088302612305,0,0.0,0.0,nan,0.004835427380673641,0.0032597091742569877,-0.04637560620903969,-0.0042201801650226115
0.18466854095458984,0,0.18456387519836426,0,0.0,0.0,nan,0.20702242939515283,0.004026699568199808,-0.04637560620903969,-0.0042201801650226115
0.18781423568725586,0,0.18770956993103027,0,0.0,0.0,nan,-0.057215679902726295,0.003834951969714103,-0.04637560620903969,-0.0042201801650226115
0.19079875946044922,0,0.19069409370422363,0,0.0,0.0,nan,0.22041107906329513,0.004218447166685513,-0.04637560620903969,-0.0042201801650226115
0.19329524040222168,0,0.1931905746459961,0,0.0,0.0,nan,-0.09635165265593672,0.0046019423636569235,-0.04637560620903969,-0.0042201801650226115
0.19561123847961426,0,0.19550657272338867,0,0.0,0.0,nan,-0.2026414461781884,0.0036432043712283976,-0.04637560620903969,-0.0042201801650226115
0.19775176048278809,0,0.1976470947265625,0,0.0,0.0,nan,0.20758421334428068,0.004218447166685513,-0.04637560620903969,-0.0042201801650226115
0.2000410556793213,0,0.1999363899230957,0,0.0,0.0,nan,-0.06824022469641129,0.004410194765171218,-0.04637560620903969,-0.0042201801650226115
0.20277762413024902,0,0.20267295837402344,0,0.0,0.0,nan,-0.24334567881571786,0.0036432043712283976,-0.04637560620903969,-0.0042201801650226115
0.2058711051940918,0,0.2057664394378662,0,0.0,0.0,nan,0.20461156380720982,0.0034514567727426926,0.017445608973503113,0.0015875504165887833
0.21068167686462402,0,0.21057701110839844,0,0.0,0.0,nan,-0.1722361334120105,0.0030679615757712823,0.017445608973503113,0.0015875504165887833
0.21325469017028809,0,0.2131500244140625,0,0.0,0.0,nan,-0.06582931814676206,0.0034514567727426926,0.017445608973503113,0.0015875504165887833
0.21614861488342285,0,0.21604394912719727,0,0.0,0.0,nan,-0.07886683236584635,0.002492718780314167,0.017445608973503113,0.0015875504165887833
0.21909594535827637,0,0.21899127960205078,0,0.0,0.0,nan,0.2148871238026716,0.0034514567727426926,0.017445608973503113,0.0015875504165887833
0.22230911254882812,0,0.22220444679260254,0,0.0,0.0,nan,0.14284133423492254,0.003834951969714103,0.017445608973503113,0.0015875504165887833
0.2251901626586914,0,0.22508549690246582,0,0.0,0.0,nan,-0.006095437625157886,0.0036432043712283976,0.017445608973503113,0.0015875504165887833
0.22777533531188965,0,0.22767066955566406,0,0.0,0.0,nan,0.11470649373445653,0.004218447166685513,0.017445608973503113,0.0015875504165887833
0.23137760162353516,0,0.23127293586730957,0,0.0,0.0,nan,-0.34935455110504404,0.0032597091742569877,0.017445608973503113,0.0015875504165887833
0.23414039611816406,0,0.23403573036193848,0,0.0,0.0,nan,0.07283190322682408,0.0030679615757712823,0.017445608973503113,0.0015875504165887833
0.23703360557556152,0,0.23692893981933594,0,0.0,0.0,nan,-0.03441755870375456,0.0036432043712283976,0.017445608973503113,0.0015875504165887833
0.24011945724487305,0,0.24001479148864746,0,0.0,0.0,nan,0.17336364533740792,0.0030679615757712823,0.017445608973503113,0.0015875504165887833
0.24277758598327637,0,0.24267292022705078,0,0.0,0.0,nan,0.2549827825192259,0.004218447166685513,0.017445608973503113,0.0015875504165887833
0.24523091316223145,0,0.24512624740600586,0,0.0,0.0,nan,-0.6092858588359222,0.0034514567727426926,0.017445608973503113,0.0015875504165887833
0.24776721000671387,0,0.24766254425048828,0,0.0,0.0,nan,0.16685656231413834,0.0019174759848570515,0.017445608973503113,0.0015875504165887833
0.25009870529174805,0,0.24999403953552246,0,0.0,0.0,nan,0.1815091849061121,0.004218447166685513,0.017445608973503113,0.0015875504165887833
0.2528202533721924,0,0.2527155876159668,0,0.0,0.0,nan,-0.14990617525676583,0.0019174759848570515,0.017445608973503113,0.0015875504165887833
0.25591349601745605,0,0.25580883026123047,0,0.0,0.0,nan,0.45035841784151365,0.004218447166685513,0.0003263596445322037,2.9698727652430534e-05
0.260181188583374,0,0.26007652282714844,0,0.0,0.0,nan,0.14672684465345612,0.004026699568199808,0.0003263596445322037,2.9698727652430534e-05
0.26328253746032715,0,0.26317787170410156,0,0.0,0.0,nan,0.10106039389105245,0.004985437560628334,0.0003263596445322037,2.9698727652430534e-05
0.2664637565612793,0,0.2663590908050537,0,0.0,0.0,nan,-0.15280856961599798,0.0046019423636569235,0.0003263596445322037,2.9698727652430534e-05
0.2691166400909424,0,0.2690119743347168,0,0.0,0.0,nan,0.09176793825154746,0.0046019423636569235,0.0003263596445322037,2.9698727652430534e-05
0.27174854278564453,0,0.27164387702941895,0,0.0,0.0,nan,-0.11833051632382957,0.0046019423636569235,0.0003263596445322037,2.9698727652430534e-05
0.2741379737854004,0,0.2740333080291748,0,0.0,0.0,nan,0.16912704628319486,0.004410194765171218,0.0003263596445322037,2.9698727652430534e-05
0.27672529220581055,0,0.27662062644958496,0,0.0,0.0,nan,0.061409462270595364,0.005368932757599744,0.0003263596445322037,2.9698727652430534e-05
