# Profile=step
# ProfileLabel=step
# CommandType=position
# CommandValues=0, 0.3
# Settings=wait=1s, step=100s, amp=0.3turn, offset=0turn
# ControlMode=per_motor_pid(outer=on)
# OutputPID=kp=30.0,ki=10.0,kd=3.0,max=100.0
# MotorPID_1=kp=2.81,ki=1.0,kd=0.1,max=5.0
# MotorPID_2=kp=1.1,ki=0.5,kd=0.05,max=0.2
# PIDDerivativeMode=measurement
# PIDDerivativeFilterAlpha=0.05
# Nullspace=disabled
# Freeze=motor=None,kp=0.1,kd=0.002
# TorqueLimits=[2, 0.5]
# DurationSec=2.217
# SampleTime=0.005
# MotorControlMode=torque
# DirectVelocity=False
# LoopDtMean=0.009066
# LoopDtStd=0.001683
# LoopDtMin=0.000007
# LoopDtMax=0.012711
time,pos_1,vel_1,tau_1,iq_1,tau_meas_1,pos_2,vel_2,tau_2,iq_2,tau_meas_2,output_pos,output_vel,theta_ref,omega_ref,theta_ctrl,tau_pid,tau_dob,dob_disturbance,tau_out,loop_dt,diag_read,diag_ctrl,diag_log
6.9141387939453125e-06,0.0,0.006045234389603138,-0.00046781617847782965,0.0,0.0,-7.62939453125e-05,-0.005859097931534052,1.7937736904376313e-10,0.0,0.0,-1.049041748046875e-05,-0.0017923193518072367,0.0,0.0,0.0005840849480591714,0.0005840849480591714,0.009356325770505906,0.008772240822446735,0.009356325770505906,6.9141387939453125e-06,0.005634397999529028,0.002151812001102371,5.494999641086906e-06
0.00782322883605957,0.0,0.0015674347523599863,-0.00022499904022034515,0.0,0.0,0.0002899169921875,0.0398278683423996,8.627263811914118e-11,0.0,0.0,-1.049041748046875e-05,-0.000130839878693223,0.0,0.0,0.0005907930555986241,0.0005907930555986241,0.0044999818629668795,0.003909188807368256,0.0044999818629668795,0.007816314697265625,0.00571227600084967,0.0022044239995011594,5.796000550617464e-06
0.015763282775878906,0.0,-0.004035402555018663,-0.0006174124211700806,0.0,0.0,0.000152587890625,0.019875213503837585,2.367378915470266e-10,0.0,0.0,7.62939453125e-06,-0.0020828910637646914,0.0,0.0,0.00034549931061337696,0.00034549931061337696,0.012348251328161019,0.012002752017547642,0.012348251328161019,0.007940053939819336,0.005198798000492388,0.002241292999315192,7.370999810518697e-06
0.023230314254760742,0.0,-0.0011147746117785573,0.0006880897189605514,0.0,0.0,0.0007781982421875,0.01367633044719696,-2.6383808241692835e-10,0.0,0.0,8.58306884765625e-06,0.00375836412422359,0.0,0.0,-0.00027598036968120145,-0.00027598036968120145,-0.01376179761648811,-0.013485817246806909,-0.01376179761648811,0.007467031478881836,0.0047033159989950946,0.0019146710001223255,3.975001163780689e-06
0.02987074851989746,0.0,0.003221463179215789,0.0008016404573277762,0.0,0.0,0.0001678466796875,-0.10309663414955139,-3.073774759615549e-10,0.0,0.0,-3.814697265625e-06,0.0025141173973679543,0.0,0.0,-0.0002800379248831451,-0.0002800379248831451,-0.016032812918058297,-0.01575277499317515,-0.016032812918058297,0.006640434265136719,0.005890813999940292,0.002283001000250806,4.610999894794077e-06
0.03806638717651367,0.0,0.005806815344840288,-0.00037030012201398523,0.0,0.0,0.00018310546875,0.05150291696190834,1.419862430999723e-10,0.0,0.0,-4.76837158203125e-06,-0.0027832447085529566,0.0,0.0,0.0001860428292858014,0.0001860428292858014,0.007406004182442198,0.007219961353156397,0.007406004182442198,0.008195638656616211,0.004384956999274436,0.0015861660012888024,3.7359986890805885e-06
0.04405641555786133,0.0,0.0011800061911344528,-0.0002992127926040737,0.0,0.0,0.000640869140625,0.07100854068994522,1.1472883151709872e-10,0.0,0.0,-1.049041748046875e-05,-0.0008460936369374394,0.0,0.0,0.0004830265671633968,0.0004830265671633968,0.005984257259797199,0.005501230692633802,0.005984257259797199,0.005990028381347656,0.004509569000219926,0.0017862029999378137,3.928000296582468e-06
0.0503695011138916,0.0,0.009025467559695244,-0.0005727407445215285,0.0,0.0,0.0005950927734375,-0.03754642233252525,2.1960918117607748e-10,0.0,0.0,-5.7220458984375e-06,-0.0017774157458916306,0.0,0.0,0.0005985177863884344,0.0005985177863884344,0.01145481758502175,0.010856299798633316,0.01145481758502175,0.0063130855560302734,0.004303313000491471,0.0017637059991102433,5.624000550596975e-06
0.056458234786987305,0.0,-0.0009508599760010839,-0.00036620018430740724,0.0,0.0,0.00042724609375,-0.010977652855217457,1.4041418109595563e-10,0.0,0.0,-1.049041748046875e-05,-0.00042886065784841776,0.0,0.0,0.000785153642688414,0.000785153642688414,0.0073240054090215325,0.0065388517663331185,0.0073240054090215325,0.006088733673095703,0.004471190000913339,0.0017757249988790136,5.169000360183418e-06
0.06272649765014648,0.0,-0.005063580349087715,-0.00017073885278155737,0.0,0.0,0.0005035400390625,0.05004260316491127,6.54673515250341e-11,0.0,0.0,-1.049041748046875e-05,0.0001597352238604799,0.0,0.0,0.0007382959598728706,0.0007382959598728706,0.0034147778589115347,0.0026764818990386643,0.0034147778589115347,0.00626826286315918,0.00433248900117178,0.0020012999993923586,4.880999767920002e-06
