# Profile=step
# ProfileLabel=step
# CommandValues=0, 0.2
# Settings=wait=1s, step=100s, amp=0.2turn, offset=0
# ControlMode=per_motor_pid(outer=on)
# OutputPID=kp=20.0,ki=10.0,kd=2.0,max=200.0
# MotorPID_1=kp=2.81,ki=1.0,kd=0.1,max=5.0
# MotorPID_2=kp=1.1,ki=0.5,kd=0.05,max=0.2
# PIDDerivativeMode=measurement
# PIDDerivativeFilterAlpha=0.05
# Nullspace=disabled
# Freeze=motor=None,kp=0.1,kd=0.002
# TorqueLimits=[6, 1]
# DurationSec=3.430
# SampleTime=0.005
# LoopDtMean=0.009950
# LoopDtStd=0.002208
# LoopDtMin=0.000001
# LoopDtMax=0.018874
time,pos_1,vel_1,tau_1,iq_1,tau_meas_1,pos_2,vel_2,tau_2,iq_2,tau_meas_2,output_pos,output_vel,theta_ref,theta_ctrl,tau_pid,tau_dob,dob_disturbance,tau_out,loop_dt
7.152557373046875e-07,1.9788742065429688e-05,-0.0011271100956946611,-0.00015993791932788825,0.16911639273166656,0.017926337629556654,-4.976987838745117e-06,-0.008125432766973972,9.81214228980919e-10,0.09353700280189514,0.008511867254972457,4.366040229797363e-06,-0.003090374870225787,0.0,0.00022149838041514162,0.00022149838041514162,0.003198770425996157,-0.002977272045581015,0.003198770425996157,7.152557373046875e-07
0.009328603744506836,-4.76837158203125e-07,-0.002095686038956046,0.00022500752110827632,-0.16002532839775085,-0.01696268481016159,1.1593103408813477e-05,0.004607608541846275,-1.3804142398935655e-09,0.07172779738903046,0.006527229562401772,-1.284480094909668e-05,0.0037362207658588886,0.0,0.00017728349310345952,0.00017728349310345952,-0.004500167359763561,0.004677450852867021,-0.004500167359763561,0.009327888488769531
0.019887208938598633,8.344650268554688e-06,-0.0012947485083714128,0.00031514870712820165,-0.1800108700990677,-0.019081152230501174,-3.018975257873535e-05,-0.011262125335633755,-1.9334276510449265e-09,-0.04492664337158203,-0.004088324546813965,2.2649765014648438e-06,0.006599107291549444,0.0,-0.0007809342106920668,-0.0007809342106920668,-0.006302997865602695,0.005522063654910628,-0.006302997865602695,0.010558605194091797
0.029143095016479492,6.198883056640625e-06,-0.0012351438635960221,-0.00034623926929670015,0.6268414258956909,0.06644519114494324,5.900859832763672e-06,-0.005961036775261164,2.1241672962456697e-09,-0.024442516267299652,-0.002224268980324268,-4.559755325317383e-06,-0.004295503254979849,0.0,-0.00017786399239848845,-0.00017786399239848845,0.0069248114493364096,-0.007102675441734898,0.0069248114493364096,0.00925588607788086
0.03917646408081055,-1.6689300537109375e-06,0.00724734365940094,-1.7609040343995695e-05,0.12641838192939758,0.013400348484516144,-4.678964614868164e-06,0.0036800114903599024,1.0803092235310101e-10,0.252099871635437,0.022941088318824767,-8.106231689453125e-06,-0.0006447189371101558,0.0,-2.8577371026185667e-05,-2.8577371026185667e-05,0.00035218213241270345,-0.00038075950343888915,0.00035218213241270345,0.010033369064331055
0.05138063430786133,1.4066696166992188e-05,0.007172839250415564,0.0007242620793650792,0.1804567277431488,0.01912841314077377,4.4405460357666016e-06,-0.013955515809357166,-4.443325640165477e-09,0.029270267114043236,0.0026635943073779343,-1.0073184967041016e-05,0.01311464048922062,0.0,-0.001290616395479294,-0.001290616395479294,-0.014485296106634592,0.013194679711155297,-0.014485296106634592,0.012204170227050781
0.06293606758117676,1.430511474609375e-05,-0.0018460858846083283,-0.00018074502407284198,-0.5559878945350647,-0.058934716820716854,-1.4007091522216797e-06,-0.0010883579961955547,1.1088651783332713e-09,-0.09766866266727448,-0.008887848302721976,9.238719940185547e-07,-0.0005236468859948218,0.0,-0.001383562652569199,-0.001383562652569199,0.0036149140871645476,-0.0049984767397337464,0.0036149140871645476,0.01155543327331543
0.07570242881774902,2.86102294921875e-06,-0.0025911438278853893,-0.00014599266295757833,0.05690538510680199,0.0060319708213210105,3.5762786865234375e-07,-0.0019973274320364,8.95660508919807e-10,-0.022236160933971405,-0.0020234906449913977,-1.1205673217773438e-05,-0.0021478761918842793,0.0,-0.0008572995121390873,-0.0008572995121390873,0.002919864248851062,-0.0037771637609901494,0.002919864248851062,0.012766361236572266
0.08746910095214844,2.384185791015625e-06,0.005790759809315205,0.0001301620876052686,0.08970645070075989,0.009508883774280549,2.6971101760864258e-05,0.006853963248431683,-7.985404147362858e-10,-0.014123257249593735,-0.0012852164097130298,3.2633543014526367e-06,0.0009459765278734267,0.0,-0.001187272147307738,-0.001187272147307738,-0.0026032515501472706,0.001415979402839533,-0.0026032515501472706,0.011766672134399414
0.10136556625366211,-1.9073486328125e-06,-0.0008030033204704523,-0.00020655407297430494,-0.1232680082321167,-0.01306640887260437,5.304813385009766e-06,-0.002023403299972415,1.2672029016511723e-09,-0.24238161742687225,-0.022056727185845375,-1.8164515495300293e-05,-0.004677348304539919,0.0,-0.00023388151357218317,-0.00023388151357218317,0.004131097007987959,-0.004364978521560142,0.004131097007987959,0.013896465301513672
