# Profile=ramp_step
# ProfileLabel=ramp_step
# CommandValues=-0.25, 0.2499
# Settings=wait=1s, start=0, end=0.25, ramp=3s, hold=0.3s, return=0s, step_amp=-0.5, step_dur=20s, step_period=0s, step_repeat=False
# ControlMode=per_motor_pid(outer=on)
# OutputPID=kp=40.0,ki=20.0,kd=1.0,max=200.0
# MotorPID_motor0=kp=2.81,ki=1.0,kd=0.1,max=5.0
# MotorPID_motor1=kp=0.05,ki=0.03,kd=0.01,max=0.2
# PIDDerivativeMode=error
# PIDDerivativeFilterAlpha=0.2
# Nullspace=disabled
# Freeze=motor=None,kp=0.1,kd=0.002
# TorqueLimits=[6, 1]
# DurationSec=5.552
# SampleTime=0.005
time,motor0_pos,motor0_vel,motor0_torque,motor1_pos,motor1_vel,motor1_torque,output_pos,output_vel,theta_ref,theta_ctrl,tau_out
2.384185791015625e-07,0.0,0.0013086899416521192,0.001092005719247933,-4.38690185546875e-05,0.004501489456743002,-6.699421590310631e-09,1.1444091796875e-05,0.004321908112615347,0.0,-0.0009166717529296875,-0.02184019658645056
0.01047658920288086,0.0,0.007395814638584852,-0.0007309172074370447,-9.5367431640625e-06,-0.007218272890895605,4.484154646740933e-09,2.6702880859375e-05,-0.00522228516638279,0.0,-0.002048492431640625,0.014618399169043308
0.0186920166015625,0.0,-0.0033032195642590523,-0.0015924420815762784,-1.1444091796875e-05,0.014775842428207397,9.769583322309616e-09,1.52587890625e-05,-0.006155470386147499,0.0,-0.000939178466796875,0.031848961503713566
0.02781510353088379,0.0,0.0037301303818821907,-0.0008432159946454396,-8.392333984375e-05,0.0037527079693973064,5.173104261499137e-09,1.1444091796875e-05,-0.0012511260574683547,0.0,-0.0005704498291015625,0.01686438336658071
0.038102149963378906,0.0,-0.0007029649568721652,-0.0009065487962956114,-0.0001201629638671875,-0.0021537397988140583,5.56164905688925e-09,1.1444091796875e-05,-0.0022774431854486465,0.0,-0.00055035400390625,0.018131044167004947
0.04654860496520996,0.0,0.006710362154990435,-0.0006479156924607813,-0.000118255615234375,-0.011807829141616821,3.974942898433027e-09,1.9073486328125e-05,-0.0014318019384518266,0.0,-0.0011456207275390624,0.012958362621521126
0.05522656440734863,0.0,0.004400680307298899,0.00019002602558396467,-0.00021648406982421875,-0.022834690287709236,-1.1658038379092886e-09,-7.62939453125e-06,0.0024369109887629747,0.0,0.0010660015869140627,-0.0038005348160208632
0.0642232894897461,0.0,0.0068966238759458065,0.0013510190669143514,-0.00024318695068359375,0.009476616978645325,-8.288460533009669e-09,2.288818359375e-05,0.005154510494321585,0.0,-0.0015316134033203125,-0.027020483037189267
0.0720212459564209,0.0,-0.0018429083283990622,0.0021789084908844657,-0.0002460479736328125,-0.004251077305525541,-1.3367536753558241e-08,1.1444091796875e-05,0.007179206237196922,0.0,-0.0004962257812499999,-0.04357833383654518
0.07913637161254883,0.0,0.0005859810626134276,0.0002537327771737058,-0.00032329559326171875,-0.005448758602142334,-1.5566428047077452e-09,-7.62939453125e-06,-0.0020483394619077444,0.0,0.001035667080078125,-0.0050746746433858285
