# Profile=nstep
# ProfileLabel=nstep
# CommandValues=0, 0.2
# Settings=wait=1s, values=[0.2, 0, -0.2, 0], hold=3s, repeat=True
# ControlMode=per_motor_pid(outer=on)
# OutputPID=kp=35.0,ki=20.0,kd=3.0,max=200.0
# MotorPID_1=kp=2.81,ki=1.0,kd=0.1,max=5.0
# MotorPID_2=kp=1.1,ki=0.5,kd=0.05,max=0.2
# PIDDerivativeMode=measurement
# PIDDerivativeFilterAlpha=0.05
# Nullspace=disabled
# Freeze=motor=None,kp=0.1,kd=0.002
# TorqueLimits=[6, 1]
# DurationSec=6.919
# SampleTime=0.005
# LoopDtMean=0.008558
# LoopDtStd=0.001924
# LoopDtMin=0.000000
# LoopDtMax=0.016667
time,pos_1,vel_1,tau_1,pos_2,vel_2,tau_2,output_pos,output_vel,theta_ref,theta_ctrl,tau_out,loop_dt
4.76837158203125e-07,2.9802322387695312e-08,1.4894758351147175e-05,-0.00014522098440423946,0.0,0.00010550639126449823,8.909262846663126e-10,2.7120113372802734e-05,-0.003739690873771906,0.0,-0.0003909623483195901,0.0029044306196956437,4.76837158203125e-07
0.008472204208374023,0.0,-9.319632226834074e-06,0.00026675720025447853,5.960464477539063e-08,-0.00011801103391917422,-1.6365472407841083e-09,1.9252300262451172e-05,0.002958382247015834,0.0,-0.0005893191380891949,-0.005335164085423813,0.00847172737121582
0.016838788986206055,2.9802322387695312e-08,1.4894758351147175e-05,3.52957843378609e-05,0.0,0.00012040755245834589,-2.1653855421459204e-10,-8.940696716308594e-07,0.0009467265335842967,0.0,-3.05731940898113e-05,-0.0007059183436719938,0.008366584777832031
0.02554154396057129,0.0,1.8562390096121817e-06,-0.00029389158909531025,5.960464477539063e-08,3.845116589218378e-05,1.8030158839752328e-09,3.0875205993652344e-05,-0.006116424221545458,0.0,-0.0002252558398322434,0.005877853904800486,0.008702754974365234
0.03541898727416992,2.9802322387695312e-08,-2.0495501303230412e-05,-0.00022482188284318888,0.0,-1.370290556224063e-05,1.3792753548317077e-09,1.2695789337158203e-05,-0.005557629279792309,0.0,0.0012002479699331162,0.0044964545804877624,0.009877443313598633
0.04348325729370117,0.0,1.675740168138873e-05,-0.00033471823575448805,5.960464477539063e-08,2.727529499679804e-05,2.0534861088719026e-09,9.47713851928711e-06,-0.0072191073559224606,0.0,0.00231214386156189,0.006694389911238335,0.00806427001953125
0.05121755599975586,2.9802322387695312e-08,-7.4569838943716604e-06,0.0006791777997450475,1.4901161193847656e-07,0.00010178121738135815,-4.166734967656859e-09,1.239776611328125e-05,0.01065483596175909,0.0,0.0004777719070209877,-0.013583607120483373,0.0077342987060546875
0.0596010684967041,0.0,1.3032110473432112e-05,-6.88614622048301e-05,0.0,-9.565917571308091e-05,4.224629583012793e-10,8.702278137207031e-06,0.0016098306514322758,0.0,0.0003186298533860967,0.0013772344276911823,0.008383512496948242
0.06672549247741699,2.9802322387695312e-08,9.306822903454304e-06,0.0003149310361116504,0.0,0.00011295708827674389,-1.932092246035443e-09,3.159046173095703e-06,0.007883219048380852,0.0,-0.0007019144017641822,-0.0062986444288863335,0.007124423980712891
0.07449841499328613,0.0,-1.3044922525295988e-05,-5.524723414362714e-05,5.960464477539063e-08,-0.00011056033690692857,3.3894008676224536e-10,1.895427703857422e-05,0.001252201502211392,0.0,-0.0014155196736473914,0.0011049488416466136,0.007772922515869141
0.08236885070800781,2.9802322387695312e-08,1.3032113201916218e-05,-7.491482924806578e-05,0.0,0.0001166823785752058,4.5960017942449645e-10,8.404254913330078e-06,-0.0004092787276022136,0.0,-0.0009488202159763621,0.0014983022242273207,0.00787043571472168
0.09110331535339355,0.0,-9.319632226834074e-06,-0.00012204256614880658,-2.384185791015625e-07,0.0009511474054306746,7.487273996672119e-10,2.104043960571289e-05,-0.0030542348977178335,0.0,-0.0009030726453131125,0.002440860509815391,0.008734464645385742
0.09898114204406738,2.9802322387695312e-08,1.6757403500378132e-05,9.972481579848524e-05,5.960464477539063e-08,-0.002774143125861883,-6.118086858649825e-10,1.5676021575927734e-05,-8.89048824319616e-05,0.0,-0.000696072943806747,-0.0019945038228247457,0.007877826690673828
0.10750770568847656,0.0,-9.319632226834074e-06,0.0003677127756118539,5.960464477539063e-08,-1.7428190403734334e-05,-2.255906598789332e-09,3.2901763916015625e-05,0.004068519454449415,0.0,-0.0019061057136432276,-0.007354283192072646,0.00852656364440918
0.11612486839294434,2.9802322387695312e-08,3.7188874557614326e-06,0.00018217779822103777,0.0,3.1000581657281145e-05,-1.1176552037821065e-09,1.1265277862548828e-05,0.0025113492738455534,0.0,-0.0014900292334322778,-0.0036435696779815374,0.008617162704467773
0.12421870231628418,0.0,-7.456987077603117e-06,0.00023647463148348104,5.960464477539063e-08,-9.977608897315804e-06,-1.4507646102918354e-09,2.181529998779297e-05,0.002839174820110202,0.0,-0.0022337056734347263,-0.004729510430462384,0.008093833923339844
0.13108348846435547,2.9802322387695312e-08,3.53838549926877e-05,0.00031859728799090673,0.0,-3.977993765147403e-05,-1.9545845888524036e-09,-9.298324584960938e-06,0.005312767345458269,0.0,-0.0018684697885711708,-0.006371969742451125,0.006864786148071289
0.1379537582397461,2.9802322387695312e-08,-5.2160470659146085e-05,0.00019467743373012436,5.960464477539063e-08,7.197877857834101e-05,-1.1943400842040334e-09,-3.2186508178710938e-06,0.0030775933992117643,0.0,-0.002434097680659814,-0.0038935633290820473,0.006870269775390625
0.14612460136413574,1.4901161193847656e-08,5.028501618653536e-05,0.00013114674531692648,0.0,-5.4681098845321685e-05,-8.045812595929314e-10,-5.0067901611328125e-06,0.001229848014190793,0.0,-0.0024293534334325667,-0.0026229447785012234,0.008170843124389648
0.15537595748901367,0.0,-3.539666431606747e-05,0.0001806918269805071,5.960464477539063e-08,2.3550004698336124e-05,-1.1085388158036186e-09,2.2709369659423828e-05,-0.0001261577708646655,0.0,-0.003253713339722547,-0.003613850141313403,0.00925135612487793
0.16386628150939941,2.9802322387695312e-08,2.979591954499483e-05,0.00017984902143329033,0.0,-1.370290556224063e-05,-1.103368229624504e-09,-3.3974647521972656e-06,3.030457446584478e-05,0.0,-0.0022225259474644935,-0.0035969939669262922,0.008490324020385742
0.17263579368591309,0.0,-2.422079342068173e-05,0.00025760384951954495,5.960464477539063e-08,4.923553206026554e-06,-1.5803917148043245e-09,5.662441253662109e-06,0.000775360269472003,0.0,-0.0025406942367385706,-0.005152096381700283,0.008769512176513672
0.18135857582092285,2.9802322387695312e-08,1.3032113201916218e-05,2.9343886287060025e-05,8.940696716308594e-08,0.0007350799860432744,-1.8002384224740145e-10,-9.179115295410156e-06,-0.0025028944946825504,0.0,-0.0015290636995647685,-0.0005868799346227004,0.008722782135009766
0.1908702850341797,0.0,1.8562390096121817e-06,0.0004763397073259272,5.960464477539063e-08,-9.565975778969005e-05,-2.922329492724041e-09,-5.364418029785156e-07,0.004478299058973789,0.0,-0.002411987421562634,-0.009526830003322133,0.009511709213256836
0.1988506317138672,2.9802322387695312e-08,5.58153260499239e-06,0.0005275175763100661,0.0,7.570360321551561e-05,-3.2363041490606026e-09,1.3470649719238281e-05,0.005946066230535507,0.0,-0.003675207369792307,-0.010550391235454683,0.0079803466796875
0.20687389373779297,0.0,-5.59434192837216e-06,-6.936147993762967e-05,-7.659196853637695e-06,0.0006382224382832646,4.2553055175396126e-10,-4.470348358154297e-06,-0.003270301502197981,0.0,-0.0023974136883188803,0.0013872348199863577,0.008023262023925781
0.21472477912902832,2.9802322387695312e-08,1.3032113201916218e-05,7.546008130184499e-05,5.960464477539063e-08,-2.487923666194547e-05,-4.6294528404882514e-10,-9.5367431640625e-07,-0.0026295522693544626,0.0,-0.001999573169042522,-0.0015092073063471332,0.007850885391235352
0.22275710105895996,0.0,-1.4907567674526945e-05,0.0003758144163728549,0.0,8.648371476738248e-06,-2.3056099163402427e-09,1.0907649993896484e-05,0.0016843338962644339,0.0,-0.0025681059036047373,-0.0075163166171493215,0.00803232192993164
0.23088765144348145,2.9802322387695312e-08,1.4894758351147175e-05,0.00036750623431464253,5.960464477539063e-08,-1.742865606502164e-05,-2.2546394742665946e-09,4.291534423828125e-06,0.0026156583335250616,0.0,-0.0026213505154509408,-0.007350152350580877,0.008130550384521484
0.23888015747070312,0.0,-2.2358148271450773e-05,0.0005328036679515197,0.0,-9.978080925066024e-06,-3.2687341591300596e-09,1.3828277587890625e-05,0.00557353813201189,0.0,-0.0036703618519133437,-0.01065611346619799,0.00799250602722168
0.24637532234191895,2.9802322387695312e-08,3.3521209843456745e-05,0.00011308425561950338,5.960464477539063e-08,2.3549539037048817e-05,-6.937684393661119e-10,2.771615982055664e-05,-0.0018695929320529103,0.0,-0.0037208900594923448,-0.0022616936248862555,0.00749516487121582
0.254230260848999,0.0,-3.725930946529843e-05,0.0003132561043494018,0.0,-3.605511301429942e-05,-1.9218165910525793e-09,2.086162567138672e-06,0.0011851433664560318,0.0,-0.0028658558944367244,-0.006265145667559705,0.007854938507080078
0.2622859477996826,2.9802322387695312e-08,4.469708073884249e-05,-0.0001406577226846423,5.960464477539063e-08,4.59012808278203e-05,8.629308139946373e-10,3.165006637573242e-05,-0.007867312990128994,0.0,-0.0025856058473167553,0.0028131650418009935,0.008055686950683594
0.26995325088500977,1.4901161193847656e-08,-4.843518036068417e-05,0.00042588072225196967,0.0,-5.840685480507091e-05,-2.6127651671246785e-09,-7.152557373046875e-07,0.0017886412097141147,0.0,-0.001648897075057784,-0.0085176465035077,0.0076673030853271484
0.27749109268188477,0.0,6.14608870819211e-05,0.0007542778731516976,5.960464477539063e-08,8.687947411090136e-05,-4.627471614311906e-09,2.1576881408691406e-05,0.008382406085729599,0.0,-0.003606685870618345,-0.015085614241826762,0.007537841796875
0.2847483158111572,2.9802322387695312e-08,-4.6572535211453214e-05,8.365319308388487e-05,5.960464477539063e-08,-0.00010683562868507579,-5.132097735079354e-10,5.543231964111328e-06,-0.00079670938430354,0.0,-0.0027858311346938194,-0.001673070158730132,0.007257223129272461
0.2924671173095703,0.0,3.9109145291149616e-05,0.0007124218844007794,0.0,0.00012040708679705858,-4.3706864072574776e-09,1.8477439880371094e-05,0.008293000049889088,0.0,-0.00435661280874724,-0.014248491316069662,0.007718801498413086
0.3000919818878174,2.9802322387695312e-08,-2.9808727049385197e-05,0.00023822519518567297,5.960464477539063e-08,-0.00010311033838661388,-1.4615042649062414e-09,1.7583370208740234e-05,0.0009765290305949748,0.0,-0.004290032874713395,-0.004764521836281127,0.00762486457824707
0.3081347942352295,0.0,2.6070627427543513e-05,0.0005803018134161405,0.0,9.060476440936327e-05,-3.560133824549896e-09,1.71661376953125e-05,0.005439425818622112,0.0,-0.004911387327796769,-0.011606079950946422,0.00804281234741211
0.3156402111053467,2.9802322387695312e-08,-1.490756494604284e-05,0.0003196796671935747,5.960464477539063e-08,-7.703330629738048e-05,-1.96122495205879e-09,1.3053417205810547e-05,0.0010435839649289846,0.0,-0.004711900102750434,-0.006393617407981335,0.0075054168701171875
0.3234379291534424,0.0,9.306820174970198e-06,2.4979304482097744e-05,0.0,5.335185778676532e-05,-1.5324726675750463e-10,1.8894672393798828e-05,-0.005505475681275129,0.0,-0.0038818695724861566,-0.0004995879699765163,0.007797718048095703
0.33071398735046387,2.9802322387695312e-08,7.444177754223347e-06,-1.4598167735409436e-05,-1.9371509552001953e-06,0.0010480043711140752,8.955931125794161e-11,5.125999450683594e-06,-0.007271262351423502,0.0,-0.0021510648862708517,0.00029196445359544335,0.007276058197021484
0.3383622169494629,0.0,-1.4907567674526945e-05,0.0006218852854210982,5.960464477539063e-08,-1.742865606502164e-05,-3.8152471497273075e-09,-4.410743713378906e-06,0.003874807618558407,0.0,-0.002301805250160839,-0.012437752521270424,0.0076482295989990234
0.3461027145385742,2.9802322387695312e-08,2.2345338948071003e-05,0.0010756581098835055,0.0,1.197790425067069e-06,-6.599129508322786e-09,-5.900859832763672e-06,0.014424829743802547,0.0,-0.0042922834953390545,-0.021513243168584318,0.007740497589111328
0.35373711585998535,0.0,-2.6083438569912687e-05,0.0003034139695548962,5.960464477539063e-08,4.923087544739246e-06,-1.8614353959957724e-09,1.1265277862548828e-05,0.0029956395737826824,0.0,-0.005120907592531228,-0.0060683022307960344,0.007634401321411133
0.361736536026001,2.9802322387695312e-08,3.53838549926877e-05,0.00015759984229102926,0.0,-2.1153951820451766e-05,-9.668701980803022e-10,0.0,-0.0010053239529952407,0.0,-0.0043418269508918115,-0.003152008709258598,0.007999420166015625
0.36983180046081543,0.0,-3.725930946529843e-05,0.0008762232248166494,5.960464477539063e-08,2.727482933551073e-05,-5.375602606102724e-09,1.0967254638671875e-05,0.00922432541847229,0.0,-0.005895668873801628,-0.01752453045464717,0.008095264434814453
0.3774878978729248,2.9802322387695312e-08,4.6559725888073444e-05,0.0003284000486249584,3.2782554626464844e-07,0.00039980385918170214,-2.014724224642629e-09,3.993511199951172e-06,0.0009169279364868999,0.0,-0.0055163243031064015,-0.006568025693041802,0.007656097412109375
0.3851358890533447,2.9802322387695312e-08,-5.5885760957608e-05,0.00029993793917792305,5.960464477539063e-08,-8.820917719276622e-05,-1.8401100562602737e-09,1.0728836059570312e-06,-0.001094728708267212,0.0,-0.004983581372577088,-0.00599878136159596,0.007647991180419922
0.3926360607147217,0.0,5.7735596783459187e-05,0.00011028751299581221,0.0,7.19783129170537e-05,-6.766105091598467e-10,-1.2040138244628906e-05,-0.0048945252783596516,0.0,-0.0035443552680231435,-0.0022057585618856816,0.007500171661376953
0.4006216526031494,2.9802322387695312e-08,-4.843518036068417e-05,0.0005351162489832645,5.960464477539063e-08,-6.213214510353282e-05,-3.2829217728213905e-09,2.4616718292236328e-05,6.0110909544164315e-05,0.0,-0.004642889337167198,-0.010702365260914035,0.007985591888427734
0.40863943099975586,0.0,5.028501618653536e-05,0.0002510296470498225,0.0,6.452773232012987e-05,-1.5400591843162382e-09,-5.185604095458984e-06,-0.0027487585321068764,0.0,-0.003000387374538979,-0.005020611837428159,0.008017778396606445
0.4174027442932129,2.9802322387695312e-08,-5.5885760957608e-05,0.00025052893386400747,5.960464477539063e-08,-8.075859659584239e-05,-1.5369873242806398e-09,2.193450927734375e-05,-0.003642825875431299,0.0,-0.0032487176792992756,-0.005010597536020324,0.008763313293457031
0.42629194259643555,0.0,5.7735596783459187e-05,0.0004971881505285696,0.0,9.433005470782518e-05,-3.050234052246258e-09,-5.066394805908203e-06,0.0021015710663050413,0.0,-0.0024969251796605613,-0.009943800436756082,0.008889198303222656
0.4344511032104492,2.9802322387695312e-08,-5.5885760957608e-05,0.00018561621381433434,5.960464477539063e-08,-9.193446749122813e-05,-1.1387497779735823e-09,1.2874603271484375e-05,-0.0023464260157197714,0.0,-0.0026430065040106386,-0.0037123382486766,0.008159160614013672
0.4431469440460205,0.0,5.401030648499727e-05,-7.475129121199117e-05,0.0,0.00010550592560321093,4.5859687858970793e-10,-1.3113021850585938e-05,-0.00576624134555459,0.0,-0.0007601720078263745,0.0014950314511953887,0.008695840835571289
0.45140838623046875,2.9802322387695312e-08,-5.029782550991513e-05,0.0003174964097254757,5.960464477539063e-08,-0.00010311033838661388,-1.9478307344634257e-09,-3.337860107421875e-06,0.0005742032080888748,0.0,-0.0011296770668824876,-0.0063499520942731265,0.008261442184448242
0.46013498306274414,2.9802322387695312e-08,4.469708073884249e-05,-0.00026095120443556374,0.0,0.00012040708679705858,1.6009276345339872e-09,4.649162292480469e-06,-0.008217480964958668,0.0,-0.00011725791600449318,0.005219043731995132,0.00872659683227539
0.4684903621673584,0.0,-3.9121954614529386e-05,0.0006013032574318945,5.960464477539063e-08,-0.00012173678987892345,-3.688977039367251e-09,2.294778823852539e-05,0.0053127724677324295,0.0,-0.0015617342592949496,-0.012026110412159844,0.008355379104614258
0.4766242504119873,2.9802322387695312e-08,4.6559725888073444e-05,8.265960708522238e-05,0.0,0.00011295650620013475,-5.071141538843922e-10,1.0013580322265625e-05,-0.0004912300501018763,0.0,-0.0010010811361202186,-0.0016531983639640048,0.008133888244628906
0.4841129779815674,2.9802322387695312e-08,-5.402311580837704e-05,0.0004213747348819043,5.960464477539063e-08,-8.820917719276622e-05,-2.5851210728304907e-09,1.7285346984863281e-06,0.005759808700531721,0.0,-0.0015454238614218592,-0.008427526416915052,0.007488727569580078
0.4915142059326172,0.0,5.2147661335766315e-05,-8.65770846191047e-06,0.0,5.7077148085227236e-05,5.3114775838613394e-11,5.900859832763672e-06,-0.000751999847125262,0.0,-0.0015077131901871585,0.00017315482095324984,0.007401227951049805
0.49889707565307617,2.9802322387695312e-08,-4.098459976376034e-05,-3.514673560080308e-05,5.960464477539063e-08,-3.978039967478253e-05,2.1562414478481236e-10,-1.233816146850586e-05,-0.0014672571560367942,0.0,-0.000585709502087345,0.0007029373577110895,0.007382869720458984
0.5065004825592041,0.0,3.165856469422579e-05,0.00018354571493713436,0.0,1.6098952983156778e-05,-1.126047330874514e-09,1.4722347259521484e-05,0.0007083129021339118,0.0,-0.0015923511309317573,-0.003670928115274354,0.00760340690612793
0.5143792629241943,2.9802322387695312e-08,-2.794608190015424e-05,0.00048555766397707055,5.960464477539063e-08,-1.3703364857065026e-05,-2.9788813740179856e-09,1.0192394256591797e-05,0.006288798525929451,0.0,-0.002327043868029836,-0.009711189830233115,0.007878780364990234
0.5223817825317383,0.0,2.4207982278312556e-05,0.00010186423258217017,0.0,-2.5275001007685205e-06,-6.249339422062797e-10,-3.2186508178710938e-06,0.0011851510498672724,0.0,-0.0019393990640687315,-0.0020372923195445345,0.008002519607543945
0.5301077365875244,2.9802322387695312e-08,-1.3044919796811882e-05,0.00046750120876253254,5.960464477539063e-08,1.609895844012499e-05,-2.8681055751585587e-09,7.927417755126953e-06,0.00619939249008894,0.0,-0.0031604008787229658,-0.009350059366730099,0.007725954055786133
0.5374886989593506,0.0,3.7188842725299764e-06,0.00031596227395367825,0.0,-3.9780403312761337e-05,-1.9384188585630627e-09,4.112720489501953e-06,0.003956768196076155,0.0,-0.003479495941555724,-0.006319269263354037,0.007380962371826172
0.5457272529602051,2.9802322387695312e-08,-1.8690483329919516e-06,0.00013728860830494836,5.960464477539063e-08,3.472540993243456e-05,-8.422614006227985e-10,1.1682510375976562e-05,-0.0002975134120788425,0.0,-0.0035370528827233317,-0.00274578250059468,0.008238554000854492
0.5537745952606201,0.0,1.8562390096121817e-06,0.0004633056242962432,0.0,-4.350569361122325e-05,-2.842365793157426e-09,2.0682811737060547e-05,0.0034650294110178947,0.0,-0.004220386876897716,-0.009266147361578766,0.008047342300415039
0.561629056930542,2.9802322387695312e-08,7.444177754223347e-06,-0.0002723581886343695,5.960464477539063e-08,5.335186142474413e-05,1.6709091326844203e-09,2.6464462280273438e-05,-0.009700148366391659,0.0,-0.002798556832621365,0.0054471842746399365,0.007854461669921875
0.5693860054016113,0.0,-1.4907567674526945e-05,0.00030503005268014754,0.0,-7.703330629738048e-05,-1.87135001639584e-09,1.1742115020751953e-05,-0.0015119594754651189,0.0,-0.0019671846771381796,-0.006100624014952845,0.007756948471069336
0.5771157741546631,2.9802322387695312e-08,2.2345338948071003e-05,0.00023667781192038566,5.960464477539063e-08,9.060476440936327e-05,-1.4520111160396855e-09,1.6033649444580078e-05,-0.0016311699291691184,0.0,-0.0017997091766041144,-0.004733574054495026,0.007729768753051758
0.584481954574585,0.0,-3.3534019166836515e-05,0.00021474130763060627,2.682209014892578e-07,0.0003439245047047734,-1.317431335124158e-09,1.2516975402832031e-06,-0.0005061314441263676,0.0,-0.001147903360667283,-0.004294842317413783,0.007366180419921875
